,filename,fold,target,category,esc10,src_file,take
38,1-17150-A-12.wav,1.0,1,crackling_fire,True,17150.0,A
39,1-172649-A-40.wav,1.0,1,helicopter,True,172649.0,A
40,1-172649-B-40.wav,1.0,1,helicopter,True,172649.0,B
41,1-172649-C-40.wav,1.0,1,helicopter,True,172649.0,C
42,1-172649-D-40.wav,1.0,1,helicopter,True,172649.0,D
43,1-172649-E-40.wav,1.0,1,helicopter,True,172649.0,E
44,1-172649-F-40.wav,1.0,1,helicopter,True,172649.0,F
45,1-17367-A-10.wav,1.0,1,rain,True,17367.0,A
46,1-17565-A-12.wav,1.0,1,crackling_fire,True,17565.0,A
47,1-17585-A-7.wav,1.0,1,insects,False,17585.0,A
48,1-17742-A-12.wav,1.0,1,crackling_fire,True,17742.0,A
49,1-17808-A-12.wav,1.0,1,crackling_fire,True,17808.0,A
50,1-17808-B-12.wav,1.0,1,crackling_fire,True,17808.0,B
51,1-1791-A-26.wav,1.0,1,laughing,False,1791.0,A
52,1-181071-A-40.wav,1.0,1,helicopter,True,181071.0,A
53,1-181071-B-40.wav,1.0,1,helicopter,True,181071.0,B
54,1-18527-A-44.wav,1.0,1,engine,False,18527.0,A
55,1-18527-B-44.wav,1.0,1,engine,False,18527.0,B
56,1-187207-A-20.wav,1.0,1,crying_baby,True,187207.0,A
57,1-19026-A-43.wav,1.0,1,car_horn,False,19026.0,A
58,1-19111-A-24.wav,1.0,1,coughing,False,19111.0,A
59,1-19118-A-24.wav,1.0,1,coughing,False,19118.0,A
60,1-19501-A-7.wav,1.0,1,insects,False,19501.0,A
61,1-19898-A-41.wav,1.0,1,chainsaw,True,19898.0,A
62,1-19898-B-41.wav,1.0,1,chainsaw,True,19898.0,B
63,1-19898-C-41.wav,1.0,1,chainsaw,True,19898.0,C
64,1-20545-A-28.wav,1.0,1,snoring,False,20545.0,A
65,1-211527-A-20.wav,1.0,1,crying_baby,True,211527.0,A
66,1-211527-B-20.wav,1.0,1,crying_baby,True,211527.0,B
67,1-211527-C-20.wav,1.0,1,crying_baby,True,211527.0,C
68,1-21189-A-10.wav,1.0,1,rain,True,21189.0,A
69,1-21421-A-46.wav,1.0,1,church_bells,False,21421.0,A
70,1-223162-A-25.wav,1.0,1,footsteps,False,223162.0,A
71,1-22694-A-20.wav,1.0,1,crying_baby,True,22694.0,A
72,1-22694-B-20.wav,1.0,1,crying_baby,True,22694.0,B
73,1-22804-A-46.wav,1.0,1,church_bells,False,22804.0,A
74,1-22882-A-44.wav,1.0,1,engine,False,22882.0,A
75,1-23222-A-19.wav,1.0,1,thunderstorm,False,23222.0,A
76,1-23222-B-19.wav,1.0,1,thunderstorm,False,23222.0,B
77,1-24074-A-43.wav,1.0,1,car_horn,False,24074.0,A
78,1-24076-A-43.wav,1.0,1,car_horn,False,24076.0,A
79,1-24524-A-19.wav,1.0,1,thunderstorm,False,24524.0,A
80,1-24524-B-19.wav,1.0,1,thunderstorm,False,24524.0,B
81,1-24524-C-19.wav,1.0,1,thunderstorm,False,24524.0,C
82,1-24796-A-47.wav,1.0,1,airplane,False,24796.0,A
83,1-254507-A-43.wav,1.0,1,car_horn,False,254507.0,A
84,1-25777-A-48.wav,1.0,1,fireworks,False,25777.0,A
85,1-25781-A-48.wav,1.0,1,fireworks,False,25781.0,A
86,1-26143-A-21.wav,1.0,1,sneezing,True,26143.0,A
87,1-26176-A-43.wav,1.0,1,car_horn,False,26176.0,A
88,1-26177-A-43.wav,1.0,1,car_horn,False,26177.0,A
89,1-26188-A-30.wav,1.0,1,door_wood_knock,False,26188.0,A
90,1-26222-A-10.wav,1.0,1,rain,True,26222.0,A
91,1-27403-A-28.wav,1.0,1,snoring,False,27403.0,A
92,1-27405-A-28.wav,1.0,1,snoring,False,27405.0,A
93,1-28135-A-11.wav,1.0,1,sea_waves,True,28135.0,A
94,1-28135-B-11.wav,1.0,1,sea_waves,True,28135.0,B
95,1-28808-A-43.wav,1.0,1,car_horn,False,28808.0,A
96,1-29532-A-16.wav,1.0,1,wind,False,29532.0,A
97,1-29561-A-10.wav,1.0,1,rain,True,29561.0,A
98,1-29680-A-21.wav,1.0,1,sneezing,True,29680.0,A
99,1-30039-A-26.wav,1.0,1,laughing,False,30039.0,A
100,1-30043-A-26.wav,1.0,1,laughing,False,30043.0,A
101,1-30226-A-0.wav,1.0,1,dog,True,30226.0,A
102,1-30344-A-0.wav,1.0,1,dog,True,30344.0,A
103,1-30830-A-24.wav,1.0,1,coughing,False,30830.0,A
104,1-31482-A-42.wav,1.0,0,siren,False,31482.0,A
105,1-31482-B-42.wav,1.0,0,siren,False,31482.0,B
106,1-31748-A-21.wav,1.0,1,sneezing,True,31748.0,A
107,1-32318-A-0.wav,1.0,1,dog,True,32318.0,A
108,1-33658-A-26.wav,1.0,1,laughing,False,33658.0,A
109,1-34094-A-5.wav,1.0,1,cat,False,34094.0,A
110,1-34094-B-5.wav,1.0,1,cat,False,34094.0,B
111,1-34495-A-14.wav,1.0,1,chirping_birds,False,34495.0,A
112,1-34497-A-14.wav,1.0,1,chirping_birds,False,34497.0,A
113,1-34853-A-37.wav,1.0,1,clock_alarm,False,34853.0,A
114,1-36164-A-26.wav,1.0,1,laughing,False,36164.0,A
115,1-36164-B-26.wav,1.0,1,laughing,False,36164.0,B
116,1-36929-A-47.wav,1.0,1,airplane,False,36929.0,A
117,1-38559-A-14.wav,1.0,1,chirping_birds,False,38559.0,A
118,1-38560-A-14.wav,1.0,1,chirping_birds,False,38560.0,A
119,1-39835-A-9.wav,1.0,1,crow,False,39835.0,A
120,1-39835-B-9.wav,1.0,1,crow,False,39835.0,B
121,1-39901-A-11.wav,1.0,1,sea_waves,True,39901.0,A
122,1-39901-B-11.wav,1.0,1,sea_waves,True,39901.0,B
123,1-39937-A-28.wav,1.0,1,snoring,False,39937.0,A
124,1-40154-A-46.wav,1.0,1,church_bells,False,40154.0,A
125,1-40621-A-28.wav,1.0,1,snoring,False,40621.0,A
126,1-40967-A-28.wav,1.0,1,snoring,False,40967.0,A
127,1-4211-A-12.wav,1.0,1,crackling_fire,True,4211.0,A
128,1-43760-A-11.wav,1.0,1,sea_waves,True,43760.0,A
129,1-43807-A-47.wav,1.0,1,airplane,False,43807.0,A
130,1-43807-B-47.wav,1.0,1,airplane,False,43807.0,B
131,1-43807-C-47.wav,1.0,1,airplane,False,43807.0,C
132,1-43807-D-47.wav,1.0,1,airplane,False,43807.0,D
133,1-46040-A-14.wav,1.0,1,chirping_birds,False,46040.0,A
134,1-46272-A-12.wav,1.0,1,crackling_fire,True,46272.0,A
135,1-46938-A-7.wav,1.0,1,insects,False,46938.0,A
136,1-46938-B-7.wav,1.0,1,insects,False,46938.0,B
137,1-47250-A-41.wav,1.0,1,chainsaw,True,47250.0,A
138,1-47250-B-41.wav,1.0,1,chainsaw,True,47250.0,B
139,1-47273-A-21.wav,1.0,1,sneezing,True,47273.0,A
140,1-47274-A-21.wav,1.0,1,sneezing,True,47274.0,A
141,1-47709-A-16.wav,1.0,1,wind,False,47709.0,A
142,1-47714-A-16.wav,1.0,1,wind,False,47714.0,A
143,1-47819-A-5.wav,1.0,1,cat,False,47819.0,A
144,1-47819-B-5.wav,1.0,1,cat,False,47819.0,B
145,1-47819-C-5.wav,1.0,1,cat,False,47819.0,C
146,1-47923-A-28.wav,1.0,1,snoring,False,47923.0,A
147,1-48298-A-46.wav,1.0,1,church_bells,False,48298.0,A
148,1-50060-A-10.wav,1.0,1,rain,True,50060.0,A
149,1-50454-A-44.wav,1.0,1,engine,False,50454.0,A
150,1-50455-A-44.wav,1.0,1,engine,False,50455.0,A
151,1-50661-A-44.wav,1.0,1,engine,False,50661.0,A
152,1-51035-A-16.wav,1.0,1,wind,False,51035.0,A
153,1-51036-A-16.wav,1.0,1,wind,False,51036.0,A
154,1-51037-A-16.wav,1.0,1,wind,False,51037.0,A
155,1-51147-A-25.wav,1.0,1,footsteps,False,51147.0,A
156,1-52266-A-24.wav,1.0,1,coughing,False,52266.0,A
157,1-52290-A-30.wav,1.0,1,door_wood_knock,False,52290.0,A
158,1-52323-A-24.wav,1.0,1,coughing,False,52323.0,A
159,1-53444-A-28.wav,1.0,1,snoring,False,53444.0,A
160,1-53467-A-47.wav,1.0,1,airplane,False,53467.0,A
161,1-53663-A-24.wav,1.0,1,coughing,False,53663.0,A
162,1-54065-A-45.wav,1.0,1,train,False,54065.0,A
163,1-54065-B-45.wav,1.0,1,train,False,54065.0,B
164,1-54084-A-42.wav,1.0,0,siren,False,54084.0,A
165,1-54505-A-21.wav,1.0,1,sneezing,True,54505.0,A
166,1-54747-A-46.wav,1.0,1,church_bells,False,54747.0,A
167,1-54918-A-14.wav,1.0,1,chirping_birds,False,54918.0,A
168,1-54918-B-14.wav,1.0,1,chirping_birds,False,54918.0,B
169,1-54958-A-10.wav,1.0,1,rain,True,54958.0,A
170,1-56233-A-9.wav,1.0,1,crow,False,56233.0,A
171,1-56234-A-9.wav,1.0,1,crow,False,56234.0,A
172,1-56311-A-10.wav,1.0,1,rain,True,56311.0,A
173,1-56380-A-5.wav,1.0,1,cat,False,56380.0,A
174,1-56380-B-5.wav,1.0,1,cat,False,56380.0,B
175,1-56907-A-46.wav,1.0,1,church_bells,False,56907.0,A
176,1-58792-A-24.wav,1.0,1,coughing,False,58792.0,A
177,1-59324-A-21.wav,1.0,1,sneezing,True,59324.0,A
178,1-59513-A-0.wav,1.0,1,dog,True,59513.0,A
179,1-60997-A-20.wav,1.0,1,crying_baby,True,60997.0,A
180,1-60997-B-20.wav,1.0,1,crying_baby,True,60997.0,B
181,1-61252-A-11.wav,1.0,1,sea_waves,True,61252.0,A
182,1-61261-A-44.wav,1.0,1,engine,False,61261.0,A
183,1-62509-A-45.wav,1.0,1,train,False,62509.0,A
184,1-62565-A-44.wav,1.0,1,engine,False,62565.0,A
185,1-63679-A-24.wav,1.0,1,coughing,False,63679.0,A
186,1-63871-A-10.wav,1.0,1,rain,True,63871.0,A
187,1-64398-A-41.wav,1.0,1,chainsaw,True,64398.0,A
188,1-64398-B-41.wav,1.0,1,chainsaw,True,64398.0,B
189,1-64473-A-45.wav,1.0,1,train,False,64473.0,A
190,1-67033-A-37.wav,1.0,1,clock_alarm,False,67033.0,A
191,1-69760-A-16.wav,1.0,1,wind,False,69760.0,A
192,1-70300-A-45.wav,1.0,1,train,False,70300.0,A
193,1-7057-A-12.wav,1.0,1,crackling_fire,True,7057.0,A
194,1-72195-A-37.wav,1.0,1,clock_alarm,False,72195.0,A
195,1-72195-B-37.wav,1.0,1,clock_alarm,False,72195.0,B
196,1-72695-A-26.wav,1.0,1,laughing,False,72695.0,A
197,1-73123-A-26.wav,1.0,1,laughing,False,73123.0,A
198,1-73585-A-7.wav,1.0,1,insects,False,73585.0,A
199,1-74517-A-37.wav,1.0,1,clock_alarm,False,74517.0,A
200,1-75162-A-9.wav,1.0,1,crow,False,75162.0,A
201,1-75189-A-7.wav,1.0,1,insects,False,75189.0,A
202,1-76831-A-42.wav,1.0,0,siren,False,76831.0,A
203,1-76831-B-42.wav,1.0,0,siren,False,76831.0,B
204,1-76831-C-42.wav,1.0,0,siren,False,76831.0,C
205,1-76831-D-42.wav,1.0,0,siren,False,76831.0,D
206,1-76831-E-42.wav,1.0,0,siren,False,76831.0,E
207,1-79113-A-5.wav,1.0,1,cat,False,79113.0,A
208,1-7973-A-7.wav,1.0,1,insects,False,7973.0,A
209,1-80785-A-7.wav,1.0,1,insects,False,80785.0,A
210,1-81001-A-30.wav,1.0,1,door_wood_knock,False,81001.0,A
211,1-81001-B-30.wav,1.0,1,door_wood_knock,False,81001.0,B
212,1-81883-A-21.wav,1.0,1,sneezing,True,81883.0,A
213,1-82817-A-30.wav,1.0,1,door_wood_knock,False,82817.0,A
214,1-85362-A-0.wav,1.0,1,dog,True,85362.0,A
215,1-88409-A-45.wav,1.0,1,train,False,88409.0,A
216,1-88409-B-45.wav,1.0,1,train,False,88409.0,B
217,1-91359-A-11.wav,1.0,1,sea_waves,True,91359.0,A
218,1-91359-B-11.wav,1.0,1,sea_waves,True,91359.0,B
219,1-94036-A-22.wav,1.0,1,clapping,False,94036.0,A
220,1-96890-A-37.wav,1.0,1,clock_alarm,False,96890.0,A
221,1-96950-A-9.wav,1.0,1,crow,False,96950.0,A
222,1-96950-B-9.wav,1.0,1,crow,False,96950.0,B
223,1-97392-A-0.wav,1.0,1,dog,True,97392.0,A
224,2-100648-A-43.wav,2.0,1,car_horn,False,100648.0,A
225,2-101676-A-10.wav,2.0,1,rain,True,101676.0,A
226,2-102435-A-37.wav,2.0,1,clock_alarm,False,102435.0,A
227,2-102852-A-11.wav,2.0,1,sea_waves,True,102852.0,A
228,2-104105-A-19.wav,2.0,1,thunderstorm,False,104105.0,A
229,2-104105-B-19.wav,2.0,1,thunderstorm,False,104105.0,B
230,2-104475-A-37.wav,2.0,1,clock_alarm,False,104475.0,A
231,2-104476-A-37.wav,2.0,1,clock_alarm,False,104476.0,A
232,2-104952-A-16.wav,2.0,1,wind,False,104952.0,A
233,2-104952-B-16.wav,2.0,1,wind,False,104952.0,B
234,2-105270-A-47.wav,2.0,1,airplane,False,105270.0,A
235,2-106014-A-44.wav,2.0,1,engine,False,106014.0,A
236,2-106015-A-44.wav,2.0,1,engine,False,106015.0,A
237,2-106015-B-44.wav,2.0,1,engine,False,106015.0,B
238,2-106486-A-44.wav,2.0,1,engine,False,106486.0,A
239,2-106487-A-44.wav,2.0,1,engine,False,106487.0,A
240,2-106849-A-47.wav,2.0,1,airplane,False,106849.0,A
241,2-107228-A-44.wav,2.0,1,engine,False,107228.0,A
242,2-107228-B-44.wav,2.0,1,engine,False,107228.0,B
243,2-107351-A-20.wav,2.0,1,crying_baby,True,107351.0,A
244,2-107351-B-20.wav,2.0,1,crying_baby,True,107351.0,B
245,2-108017-A-24.wav,2.0,1,coughing,False,108017.0,A
246,2-108760-A-14.wav,2.0,1,chirping_birds,False,108760.0,A
247,2-108760-B-14.wav,2.0,1,chirping_birds,False,108760.0,B
248,2-108761-A-14.wav,2.0,1,chirping_birds,False,108761.0,A
249,2-108763-A-9.wav,2.0,1,crow,False,108763.0,A
250,2-108766-A-9.wav,2.0,1,crow,False,108766.0,A
251,2-108767-A-9.wav,2.0,1,crow,False,108767.0,A
252,2-108767-B-9.wav,2.0,1,crow,False,108767.0,B
253,2-108767-C-9.wav,2.0,1,crow,False,108767.0,C
254,2-109231-A-9.wav,2.0,1,crow,False,109231.0,A
255,2-109231-B-9.wav,2.0,1,crow,False,109231.0,B
256,2-109231-C-9.wav,2.0,1,crow,False,109231.0,C
257,2-109371-A-16.wav,2.0,1,wind,False,109371.0,A
258,2-109371-B-16.wav,2.0,1,wind,False,109371.0,B
259,2-109371-C-16.wav,2.0,1,wind,False,109371.0,C
260,2-109371-D-16.wav,2.0,1,wind,False,109371.0,D
261,2-109374-A-16.wav,2.0,1,wind,False,109374.0,A
262,2-109505-A-21.wav,2.0,1,sneezing,True,109505.0,A
263,2-109759-A-26.wav,2.0,1,laughing,False,109759.0,A
264,2-109759-B-26.wav,2.0,1,laughing,False,109759.0,B
265,2-110010-A-5.wav,2.0,1,cat,False,110010.0,A
266,2-110011-A-5.wav,2.0,1,cat,False,110011.0,A
267,2-110417-A-28.wav,2.0,1,snoring,False,110417.0,A
268,2-110417-B-28.wav,2.0,1,snoring,False,110417.0,B
269,2-114254-A-30.wav,2.0,1,door_wood_knock,False,114254.0,A
270,2-114280-A-0.wav,2.0,1,dog,True,114280.0,A
271,2-114587-A-0.wav,2.0,1,dog,True,114587.0,A
272,2-114609-A-28.wav,2.0,1,snoring,False,114609.0,A
273,2-114609-B-28.wav,2.0,1,snoring,False,114609.0,B
274,2-116400-A-0.wav,2.0,1,dog,True,116400.0,A
275,2-117116-A-37.wav,2.0,1,clock_alarm,False,117116.0,A
276,2-117271-A-0.wav,2.0,1,dog,True,117271.0,A
277,2-117330-A-28.wav,2.0,1,snoring,False,117330.0,A
278,2-117615-A-48.wav,2.0,1,fireworks,False,117615.0,A
279,2-117615-B-48.wav,2.0,1,fireworks,False,117615.0,B
280,2-117615-C-48.wav,2.0,1,fireworks,False,117615.0,C
281,2-117615-D-48.wav,2.0,1,fireworks,False,117615.0,D
282,2-117615-E-48.wav,2.0,1,fireworks,False,117615.0,E
283,2-117616-A-48.wav,2.0,1,fireworks,False,117616.0,A
284,2-117617-A-48.wav,2.0,1,fireworks,False,117617.0,A
285,2-117625-A-10.wav,2.0,1,rain,True,117625.0,A
286,2-118072-A-0.wav,2.0,1,dog,True,118072.0,A
287,2-118104-A-21.wav,2.0,1,sneezing,True,118104.0,A
288,2-118624-A-30.wav,2.0,1,door_wood_knock,False,118624.0,A
289,2-118625-A-30.wav,2.0,1,door_wood_knock,False,118625.0,A
290,2-118964-A-0.wav,2.0,1,dog,True,118964.0,A
291,2-119102-A-21.wav,2.0,1,sneezing,True,119102.0,A
292,2-120218-A-30.wav,2.0,1,door_wood_knock,False,120218.0,A
293,2-120218-B-30.wav,2.0,1,door_wood_knock,False,120218.0,B
294,2-122066-A-45.wav,2.0,1,train,False,122066.0,A
295,2-122066-B-45.wav,2.0,1,train,False,122066.0,B
296,2-122067-A-45.wav,2.0,1,train,False,122067.0,A
297,2-122067-B-45.wav,2.0,1,train,False,122067.0,B
298,2-122104-A-0.wav,2.0,1,dog,True,122104.0,A
299,2-122104-B-0.wav,2.0,1,dog,True,122104.0,B
300,2-122616-A-14.wav,2.0,1,chirping_birds,False,122616.0,A
301,2-123896-A-24.wav,2.0,1,coughing,False,123896.0,A
302,2-124662-A-11.wav,2.0,1,sea_waves,True,124662.0,A
303,2-125520-A-43.wav,2.0,1,car_horn,False,125520.0,A
304,2-125966-A-11.wav,2.0,1,sea_waves,True,125966.0,A
305,2-128465-A-43.wav,2.0,1,car_horn,False,128465.0,A
306,2-128465-B-43.wav,2.0,1,car_horn,False,128465.0,B
307,2-128631-A-21.wav,2.0,1,sneezing,True,128631.0,A
308,2-130978-A-21.wav,2.0,1,sneezing,True,130978.0,A
309,2-130979-A-21.wav,2.0,1,sneezing,True,130979.0,A
310,2-132157-A-11.wav,2.0,1,sea_waves,True,132157.0,A
311,2-132157-B-11.wav,2.0,1,sea_waves,True,132157.0,B
312,2-133863-A-11.wav,2.0,1,sea_waves,True,133863.0,A
313,2-133889-A-30.wav,2.0,1,door_wood_knock,False,133889.0,A
314,2-134915-A-30.wav,2.0,1,door_wood_knock,False,134915.0,A
315,2-135649-A-45.wav,2.0,1,train,False,135649.0,A
316,2-135649-B-45.wav,2.0,1,train,False,135649.0,B
317,2-135649-C-45.wav,2.0,1,train,False,135649.0,C
318,2-137162-A-11.wav,2.0,1,sea_waves,True,137162.0,A
319,2-138465-A-43.wav,2.0,1,car_horn,False,138465.0,A
320,2-140841-A-30.wav,2.0,1,door_wood_knock,False,140841.0,A
321,2-144137-A-43.wav,2.0,1,car_horn,False,144137.0,A
322,2-151079-A-20.wav,2.0,1,crying_baby,True,151079.0,A
323,2-155801-A-11.wav,2.0,1,sea_waves,True,155801.0,A
324,2-160128-A-7.wav,2.0,1,insects,False,160128.0,A
325,2-160888-A-47.wav,2.0,1,airplane,False,160888.0,A
326,2-165801-A-48.wav,2.0,1,fireworks,False,165801.0,A
327,2-18766-A-12.wav,2.0,1,crackling_fire,True,18766.0,A
328,2-18766-B-12.wav,2.0,1,crackling_fire,True,18766.0,B
329,2-188822-A-40.wav,2.0,1,helicopter,True,188822.0,A
330,2-188822-B-40.wav,2.0,1,helicopter,True,188822.0,B
331,2-188822-C-40.wav,2.0,1,helicopter,True,188822.0,C
332,2-188822-D-40.wav,2.0,1,helicopter,True,188822.0,D
333,2-205966-A-16.wav,2.0,1,wind,False,205966.0,A
334,2-209471-A-25.wav,2.0,1,footsteps,False,209471.0,A
335,2-209472-A-25.wav,2.0,1,footsteps,False,209472.0,A
336,2-209473-A-25.wav,2.0,1,footsteps,False,209473.0,A
337,2-209474-A-25.wav,2.0,1,footsteps,False,209474.0,A
338,2-209475-A-25.wav,2.0,1,footsteps,False,209475.0,A
339,2-209476-A-25.wav,2.0,1,footsteps,False,209476.0,A
340,2-209477-A-25.wav,2.0,1,footsteps,False,209477.0,A
341,2-209478-A-25.wav,2.0,1,footsteps,False,209478.0,A
342,2-25292-A-22.wav,2.0,1,clapping,False,25292.0,A
343,2-25293-A-22.wav,2.0,1,clapping,False,25293.0,A
344,2-262579-A-45.wav,2.0,1,train,False,262579.0,A
345,2-28314-A-12.wav,2.0,1,crackling_fire,True,28314.0,A
346,2-28314-B-12.wav,2.0,1,crackling_fire,True,28314.0,B
347,2-30322-A-12.wav,2.0,1,crackling_fire,True,30322.0,A
348,2-30322-B-12.wav,2.0,1,crackling_fire,True,30322.0,B
349,2-37806-A-40.wav,2.0,1,helicopter,True,37806.0,A
350,2-37806-B-40.wav,2.0,1,helicopter,True,37806.0,B
351,2-37806-C-40.wav,2.0,1,helicopter,True,37806.0,C
352,2-37806-D-40.wav,2.0,1,helicopter,True,37806.0,D
353,2-39441-A-19.wav,2.0,1,thunderstorm,False,39441.0,A
354,2-39443-A-19.wav,2.0,1,thunderstorm,False,39443.0,A
355,2-39443-B-19.wav,2.0,1,thunderstorm,False,39443.0,B
356,2-39945-A-19.wav,2.0,1,thunderstorm,False,39945.0,A
357,2-39945-B-19.wav,2.0,1,thunderstorm,False,39945.0,B
358,2-39945-C-19.wav,2.0,1,thunderstorm,False,39945.0,C
359,2-42101-A-43.wav,2.0,1,car_horn,False,42101.0,A
360,2-43802-A-42.wav,2.0,0,siren,False,43802.0,A
361,2-43806-A-42.wav,2.0,0,siren,False,43806.0,A
362,2-50665-A-20.wav,2.0,1,crying_baby,True,50665.0,A
363,2-50666-A-20.wav,2.0,1,crying_baby,True,50666.0,A
364,2-50667-A-41.wav,2.0,1,chainsaw,True,50667.0,A
365,2-50667-B-41.wav,2.0,1,chainsaw,True,50667.0,B
366,2-50668-A-41.wav,2.0,1,chainsaw,True,50668.0,A
367,2-50668-B-41.wav,2.0,1,chainsaw,True,50668.0,B
368,2-52001-A-28.wav,2.0,1,snoring,False,52001.0,A
369,2-52001-B-28.wav,2.0,1,snoring,False,52001.0,B
370,2-54086-A-43.wav,2.0,1,car_horn,False,54086.0,A
371,2-56926-A-46.wav,2.0,1,church_bells,False,56926.0,A
372,2-57191-A-46.wav,2.0,1,church_bells,False,57191.0,A
373,2-57733-A-22.wav,2.0,1,clapping,False,57733.0,A
374,2-59565-A-46.wav,2.0,1,church_bells,False,59565.0,A
375,2-59566-A-46.wav,2.0,1,church_bells,False,59566.0,A
376,2-60791-A-26.wav,2.0,1,laughing,False,60791.0,A
377,2-60794-A-26.wav,2.0,1,laughing,False,60794.0,A
378,2-60795-A-26.wav,2.0,1,laughing,False,60795.0,A
379,2-60900-A-22.wav,2.0,1,clapping,False,60900.0,A
380,2-61311-A-12.wav,2.0,1,crackling_fire,True,61311.0,A
381,2-61618-A-46.wav,2.0,1,church_bells,False,61618.0,A
382,2-62226-A-26.wav,2.0,1,laughing,False,62226.0,A
383,2-65747-A-12.wav,2.0,1,crackling_fire,True,65747.0,A
384,2-66637-A-20.wav,2.0,1,crying_baby,True,66637.0,A
385,2-66637-B-20.wav,2.0,1,crying_baby,True,66637.0,B
386,2-68391-A-41.wav,2.0,1,chainsaw,True,68391.0,A
387,2-68391-B-41.wav,2.0,1,chainsaw,True,68391.0,B
388,2-69131-A-5.wav,2.0,1,cat,False,69131.0,A
389,2-69131-B-5.wav,2.0,1,cat,False,69131.0,B
390,2-70052-A-42.wav,2.0,0,siren,False,70052.0,A
391,2-70052-B-42.wav,2.0,0,siren,False,70052.0,B
392,2-70936-A-42.wav,2.0,0,siren,False,70936.0,A
393,2-70938-A-42.wav,2.0,0,siren,False,70938.0,A
394,2-70939-A-42.wav,2.0,0,siren,False,70939.0,A
395,2-72547-A-14.wav,2.0,1,chirping_birds,False,72547.0,A
396,2-72547-B-14.wav,2.0,1,chirping_birds,False,72547.0,B
397,2-72547-C-14.wav,2.0,1,chirping_birds,False,72547.0,C
398,2-72547-D-14.wav,2.0,1,chirping_birds,False,72547.0,D
399,2-72688-A-42.wav,2.0,0,siren,False,72688.0,A
400,2-72970-A-10.wav,2.0,1,rain,True,72970.0,A
401,2-73027-A-10.wav,2.0,1,rain,True,73027.0,A
402,2-73260-A-10.wav,2.0,1,rain,True,73260.0,A
403,2-74361-A-47.wav,2.0,1,airplane,False,74361.0,A
404,2-76408-A-22.wav,2.0,1,clapping,False,76408.0,A
405,2-76408-B-22.wav,2.0,1,clapping,False,76408.0,B
406,2-76408-C-22.wav,2.0,1,clapping,False,76408.0,C
407,2-76408-D-22.wav,2.0,1,clapping,False,76408.0,D
408,2-77346-A-46.wav,2.0,1,church_bells,False,77346.0,A
409,2-77347-A-46.wav,2.0,1,church_bells,False,77347.0,A
410,2-77945-A-41.wav,2.0,1,chainsaw,True,77945.0,A
411,2-77945-B-41.wav,2.0,1,chainsaw,True,77945.0,B
412,2-78381-A-46.wav,2.0,1,church_bells,False,78381.0,A
413,2-78562-A-37.wav,2.0,1,clock_alarm,False,78562.0,A
